Law,Index,LawName,CleanLaw
"
 Sağlık mesleği mensuplarının suçu bildirmemesi
  Madde 280- (1) Görevini yaptığı sırada bir suçun işlendiği yönünde bir belirti ile karşılaşmasına rağmen, durumu
 yetkili makamlara bildirmeyen veya bu hususta gecikme gösteren sağlık mesleği mensubu, bir yıla kadar hapis cezası ile
 cezalandırılır",283,Madde 280, sağlık mesleği mensuplarının suçu bildirmemesi madde görevini sırada suçun işlendiği yönünde belirti karşılaşmasına durumu yetkili makamlara bildirmeyen hususta gecikme gösteren sağlık mesleği mensubu yıla hapis cezası cezalandırılır
"
 (2) Sağlık mesleği mensubu deyiminden tabip, diş tabibi, eczacı, ebe, hemşire ve sağlık hizmeti veren diğer kişiler
 anlaşılır",283,Madde 280, sağlık mesleği mensubu deyiminden tabip diş tabibi eczacı ebe hemşire sağlık hizmeti veren kişiler anlaşılır
"
 Suç delillerini yok etme, gizleme veya değiştirme
 Madde 281- (1) Gerçeğin meydana çıkmasını engellemek amacıyla, bir suçun delillerini yok eden, silen, gizleyen,
 değiştiren veya bozan kişi, altı aydan beş yıla kadar hapis cezası ile cezalandırılır",284,Madde 281, suç delillerini etme gizleme değiştirme madde gerçeğin meydana çıkmasını engellemek amacıyla suçun delillerini silen gizleyen değiştiren bozan kişi altı aydan beş yıla hapis cezası cezalandırılır
" Kendi işlediği veya işlenişine iştirak ettiği
 suçla ilgili olarak kişiye bu fıkra hükmüne göre ceza verilmez",284,Madde 281, işlediği işlenişine iştirak suçla kişiye fıkra hükmüne ceza verilmez
"
 (2) Bu suçun kamu görevlisi tarafından göreviyle bağlantılı olarak işlenmesi halinde, verilecek ceza yarı oranında
 artırılır",284,Madde 281, suçun kamu görevlisi göreviyle bağlantılı işlenmesi halinde verilecek ceza yarı oranında artırılır
"
 (3) İlişkin olduğu suç nedeniyle hüküm verilmeden önce gizlenen delilleri mahkemeye teslim eden kişi hakkında bu
 maddede tanımlanan suç nedeniyle verilecek cezanın beşte dördü indirilir",284,Madde 281, ilişkin suç hüküm verilmeden gizlenen delilleri mahkemeye teslim kişi hakkında maddede tanımlanan suç verilecek cezanın beşte dördü indirilir
"
 ____________
 (1) 25/4/2013 tarihli ve 6462 sayılı Kanunun 1 inci maddesiyle bu fıkrada yer alan “özürlü” ibaresi “engelli” olarak değiştirilmiştir",284,Madde 281, tarihli sayılı kanunun inci maddesiyle fıkrada yer alan özürlü ibaresi engelli değiştirilmiştir
"
 9032-1
 Suçtan kaynaklanan malvarlığı değerlerini aklama (1)
  Madde 282- (1) (Değişik: 26/6/2009 – 5918/5 md",285,Madde 282, suçtan kaynaklanan malvarlığı değerlerini aklama madde değişik md
") Alt sınırı altı ay veya daha fazla hapis cezasını gerektiren bir
 suçtan kaynaklanan malvarlığı değerlerini, yurt dışına çıkaran veya bunların gayrimeşru kaynağını gizlemek veya meşru bir
 yolla elde edildiği konusunda kanaat uyandırmak maksadıyla, çeşitli işlemlere tâbi tutan kişi, üç yıldan yedi yıla kadar hapis
 ve yirmibin güne kadar adlî para cezası ile cezalandırılır",285,Madde 282, alt sınırı altı ay hapis cezasını gerektiren suçtan kaynaklanan malvarlığı değerlerini yurt dışına çıkaran gayrimeşru kaynağını gizlemek meşru yolla elde edildiği konusunda kanaat uyandırmak maksadıyla işlemlere tâbi tutan kişi yıldan yıla hapis yirmibin güne adlî para cezası cezalandırılır
"
 (2) (Ek: 26/6/2009 – 5918/5 md",285,Madde 282, ek md
") Birinci fıkradaki suçun işlenmesine iştirak etmeksizin, bu suçun konusunu
 oluşturan malvarlığı değerini, bu özelliğini bilerek satın alan, kabul eden, bulunduran veya kullanan kişi iki yıldan beş yıla
 kadar hapis cezası ile cezalandırılır",285,Madde 282, birinci fıkradaki suçun işlenmesine iştirak etmeksizin suçun konusunu oluşturan malvarlığı değerini özelliğini bilerek satın alan kabul bulunduran kullanan kişi yıldan beş yıla hapis cezası cezalandırılır
" (1)
 (3) Bu suçun, kamu görevlisi tarafından veya belli bir meslek sahibi kişi tarafından bu mesleğin icrası sırasında
 işlenmesi halinde, verilecek hapis cezası yarı oranında artırılır",285,Madde 282, suçun kamu görevlisi belli meslek sahibi kişi mesleğin icrası sırasında işlenmesi halinde verilecek hapis cezası yarı oranında artırılır
"
 (4) Bu suçun, suç işlemek için teşkil edilmiş bir örgütün faaliyeti çerçevesinde işlenmesi halinde, verilecek ceza bir
 kat artırılır",285,Madde 282, suçun suç işlemek teşkil edilmiş örgütün faaliyeti çerçevesinde işlenmesi halinde verilecek ceza kat artırılır
"
 (5) Bu suçun işlenmesi dolayısıyla tüzel kişiler hakkında bunlara özgü güvenlik tedbirlerine hükmolunur",285,Madde 282, suçun işlenmesi tüzel kişiler hakkında bunlara özgü güvenlik tedbirlerine hükmolunur
"
 (6) Bu suç nedeniyle kovuşturma başlamadan önce suç konusu malvarlığı değerlerinin ele geçirilmesini sağlayan veya
 bulunduğu yeri yetkili makamlara haber vererek ele geçirilmesini kolaylaştıran kişi hakkında bu maddede tanımlanan suç
 nedeniyle cezaya hükmolunmaz",285,Madde 282, suç kovuşturma başlamadan suç konusu malvarlığı değerlerinin ele geçirilmesini sağlayan bulunduğu yeri yetkili makamlara haber vererek ele geçirilmesini kolaylaştıran kişi hakkında maddede tanımlanan suç cezaya hükmolunmaz
"
 Suçluyu kayırma
  Madde 283- (1) Suç işleyen bir kişiye araştırma, yakalanma, tutuklanma veya hükmün infazından kurtulması için
 imkan sağlayan kimse, altı aydan beş yıla kadar hapis cezası ile cezalandırılır",286,Madde 283, suçluyu kayırma madde suç işleyen kişiye araştırma yakalanma tutuklanma hükmün infazından kurtulması imkan sağlayan altı aydan beş yıla hapis cezası cezalandırılır
"
 ––––––––––––––––––
 (1) 26/6/2009 tarihli ve 5918 sayılı Kanunun 5 inci maddesiyle birinci fıkradan sonra gelmek üzere ikinci fıkra eklenmiş ve diğer fıkralar
 buna göre teselsül ettirilmiştir",286,Madde 283, tarihli sayılı kanunun inci maddesiyle birinci fıkradan gelmek ikinci fıkra eklenmiş fıkralar teselsül ettirilmiştir
"
 9032-2
 (2) Bu suçun kamu görevlisi tarafından göreviyle bağlantılı olarak işlenmesi halinde, verilecek ceza yarı oranında
 artırılır",286,Madde 283, suçun kamu görevlisi göreviyle bağlantılı işlenmesi halinde verilecek ceza yarı oranında artırılır
"
 (3) Bu suçun üstsoy, altsoy, eş, kardeş veya diğer suç ortağı tarafından işlenmesi halinde, cezaya hükmolunmaz",286,Madde 283, suçun üstsoy altsoy eş kardeş suç ortağı işlenmesi halinde cezaya hükmolunmaz
"
 Tutuklu, hükümlü veya suç delillerini bildirmeme
  Madde 284- (1) Hakkında tutuklama kararı verilmiş olan veya hükümlü bir kişinin bulunduğu yeri bildiği halde
 yetkili makamlara bildirmeyen kimse, bir yıla kadar hapis cezası ile cezalandırılır",287,Madde 284, tutuklu hükümlü suç delillerini bildirmeme madde hakkında tutuklama kararı verilmiş hükümlü kişinin bulunduğu yeri bildiği halde yetkili makamlara bildirmeyen yıla hapis cezası cezalandırılır
"
 (2) İşlenmiş olan bir suça ilişkin delil ve eserlerin başkaları tarafından saklandığı yeri bildiği halde yetkili makamlara
 bildirmeyen kimse, yukarıdaki fıkra hükmüne göre cezalandırılır",287,Madde 284, işlenmiş suça ilişkin delil eserlerin başkaları saklandığı yeri bildiği halde yetkili makamlara bildirmeyen yukarıdaki fıkra hükmüne cezalandırılır
"
 (3) Bu suçların kamu görevlisi tarafından göreviyle bağlantılı olarak işlenmesi halinde, verilecek ceza yarı oranında
 artırılır",287,Madde 284, suçların kamu görevlisi göreviyle bağlantılı işlenmesi halinde verilecek ceza yarı oranında artırılır
"
 (4) Bu suçların üstsoy, altsoy, eş veya kardeş tarafından işlenmesi halinde, cezaya hükmolunmaz",287,Madde 284, suçların üstsoy altsoy eş kardeş işlenmesi halinde cezaya hükmolunmaz
"
 Gizliliğin ihlali
  Madde 285- (1) (Değişik: 2/7/2012-6352/92 md",288,Madde 285, gizliliğin ihlali madde değişik md
")
 (1) Soruşturmanın gizliliğini alenen ihlal eden kişi, bir yıldan üç yıla kadar hapis veya adli para cezası ile
 cezalandırılır",288,Madde 285, soruşturmanın gizliliğini alenen ihlal kişi yıldan yıla hapis adli para cezası cezalandırılır
" Bu suçun oluşabilmesi için;
 a) Soruşturma evresinde yapılan işlemin içeriğinin açıklanması suretiyle, suçlu sayılmama karinesinden yararlanma
 hakkının veya haberleşmenin gizliliğinin ya da özel hayatın gizliliğinin ihlal edilmesi,
 b) Soruşturma evresinde yapılan işlemin içeriğine ilişkin olarak yapılan açıklamanın maddi gerçeğin ortaya çıkmasını
 engellemeye elverişli olması,
 gerekir",288,Madde 285, suçun oluşabilmesi soruşturma evresinde işlemin içeriğinin açıklanması suretiyle suçlu sayılmama karinesinden yararlanma hakkının haberleşmenin gizliliğinin özel hayatın gizliliğinin ihlal soruşturma evresinde işlemin içeriğine ilişkin açıklamanın maddi gerçeğin ortaya çıkmasını engellemeye elverişli gerekir
"
 (2) Soruşturma evresinde alınan ve soruşturmanın tarafı olan kişilere karşı gizli tutulması gereken kararların ve
 bunların gereği olarak yapılan işlemlerin gizliliğini ihlal eden kişi, bir yıldan üç yıla kadar hapis veya adli para cezası ile
 cezalandırılır",288,Madde 285, soruşturma evresinde alınan soruşturmanın tarafı kişilere karşı gizli tutulması gereken kararların gereği işlemlerin gizliliğini ihlal kişi yıldan yıla hapis adli para cezası cezalandırılır
"
 (3) Kanuna göre kapalı yapılması gereken veya kapalı yapılmasına karar verilen duruşmadaki açıklama veya
 görüntülerin gizliliğini alenen ihlal eden kişi, birinci fıkra hükmüne göre cezalandırılır",288,Madde 285, kanuna kapalı gereken kapalı yapılmasına karar verilen duruşmadaki açıklama görüntülerin gizliliğini alenen ihlal kişi birinci fıkra hükmüne cezalandırılır
" Ancak, bu suçun oluşması için,
 tanığın korunmasına ilişkin olarak alınan gizlilik kararına aykırılık açısından aleniyetin gerçekleşmesi aranmaz",288,Madde 285, suçun oluşması tanığın korunmasına ilişkin alınan gizlilik kararına aykırılık açısından aleniyetin gerçekleşmesi aranmaz
"
 (4) Yukarıdaki fıkralarda tanımlanan suçların kamu görevlisi tarafından görevinin sağladığı kolaylıktan yararlanılarak
 işlenmesi halinde, ceza yarısına kadar artırılır",288,Madde 285, yukarıdaki fıkralarda tanımlanan suçların kamu görevlisi görevinin sağladığı kolaylıktan yararlanılarak işlenmesi halinde ceza yarısına artırılır
"
 (5) Soruşturma ve kovuşturma evresinde kişilerin suçlu olarak algılanmalarına yol açacak şekilde görüntülerinin
 yayınlanması halinde, altı aydan iki yıla kadar hapis cezasına hükmolunur",288,Madde 285, soruşturma kovuşturma evresinde kişilerin suçlu algılanmalarına yol açacak şekilde görüntülerinin yayınlanması halinde altı aydan yıla hapis cezasına hükmolunur
"
 (6) Soruşturma ve kovuşturma işlemlerinin haber verme sınırları aşılmaksızın haber konusu yapılması suç
 oluşturmaz",288,Madde 285, soruşturma kovuşturma işlemlerinin haber verme sınırları aşılmaksızın haber konusu suç oluşturmaz
"
 Ses veya görüntülerin kayda alınması
  Madde 286- (1) Soruşturma ve kovuşturma işlemleri sırasındaki ses veya görüntüleri yetkisiz olarak kayda alan veya
 nakleden kişi, altı aya kadar hapis cezası ile cezalandırılır",289,Madde 286, ses görüntülerin kayda alınması madde soruşturma kovuşturma işlemleri sırasındaki ses görüntüleri yetkisiz kayda alan nakleden kişi altı aya hapis cezası cezalandırılır
"
 9033
  Genital muayene
 Madde 287- (1) Yetkili hakim ve savcı kararı olmaksızın, kişiyi genital muayeneye gönderen veya bu muayeneyi
 yapan fail hakkında üç aydan bir yıla kadar hapis cezasına hükmolunur",290,Madde 287, genital muayene madde yetkili hakim savcı kararı olmaksızın kişiyi genital muayeneye gönderen muayeneyi yapan fail hakkında aydan yıla hapis cezasına hükmolunur
"
 (2) Bulaşıcı hastalıklar dolayısıyla kamu sağlığını korumak amacıyla kanun ve yönetmeliklerde öngörülen hükümlere
 uygun olarak yapılan muayeneler açısından yukarıdaki fıkra hükmü uygulanmaz",290,Madde 287, bulaşıcı hastalıklar kamu sağlığını korumak amacıyla kanun yönetmeliklerde öngörülen hükümlere uygun muayeneler açısından yukarıdaki fıkra hükmü uygulanmaz
" (1)
 Adil yargılamayı etkilemeye teşebbüs
  Madde 288- (Değişik: 2/7/2012-6352/93 md",291,Madde 288, adil yargılamayı etkilemeye teşebbüs madde değişik md
")
 (1) Görülmekte olan bir davada veya yapılmakta olan bir soruşturmada, hukuka aykırı bir karar vermesi veya bir
 işlem tesis etmesi ya da gerçeğe aykırı beyanda bulunması için, yargı görevi yapanı, bilirkişiyi veya tanığı hukuka aykırı
 olarak etkilemek amacıyla alenen sözlü veya yazılı beyanda bulunan kişi, elli günden az olmamak üzere adli para cezası ile
 cezalandırılır",291,Madde 288, görülmekte davada yapılmakta soruşturmada hukuka aykırı karar vermesi işlem tesis gerçeğe aykırı beyanda bulunması yargı görevi yapanı bilirkişiyi tanığı hukuka aykırı etkilemek amacıyla alenen sözlü yazılı beyanda bulunan kişi günden olmamak adli para cezası cezalandırılır
"
 Muhafaza görevini kötüye kullanma
 Madde 289- (1) Muhafaza edilmek üzere kendisine resmen teslim olunan rehinli veya hacizli veya herhangi bir
 nedenle elkonulmuş olan mal üzerinde teslim amacı dışında tasarrufta bulunan kişi, üç aydan iki yıla kadar hapis ve üç bin
 güne kadar adlî para cezası ile cezalandırılır",292,Madde 289, muhafaza görevini kötüye kullanma madde muhafaza edilmek resmen teslim olunan rehinli hacizli elkonulmuş mal üzerinde teslim amacı dışında tasarrufta bulunan kişi aydan yıla hapis güne adlî para cezası cezalandırılır
"[' Kişinin bu malın sahibi olması halinde, verilecek ceza yarı oranında indirilir']",292,Madde 289, kişinin malın sahibi halinde verilecek ceza yarı oranında indirilir
"
 (2) Birinci fıkrada tanımlanan suçun konusunu oluşturan eşyayı kovuşturma başlamadan önce geri veren veya bunun
 mümkün olmaması halinde bedelini ödeyen kişi hakkında verilecek cezaların beşte dördü indirilir",292,Madde 289, birinci fıkrada tanımlanan suçun konusunu oluşturan eşyayı kovuşturma başlamadan geri veren mümkün olmaması halinde bedelini ödeyen kişi hakkında verilecek cezaların beşte dördü indirilir
"
 (3) Muhafaza edilmek üzere kendisine resmen teslim olunan rehinli veya hacizli veya herhangi bir nedenle
 elkonulmuş olan malın dikkat ve özen yükümlülüğüne aykırı davranması nedeniyle kaybolmasına veya bozulmasına neden
 olan kişi, adlî para cezası ile cezalandırılır",292,Madde 289, muhafaza edilmek resmen teslim olunan rehinli hacizli elkonulmuş malın dikkat özen yükümlülüğüne aykırı davranması kaybolmasına bozulmasına kişi adlî para cezası cezalandırılır
"
 (4) Bir suça ilişkin soruşturma veya kovuşturma kapsamında elkonulan eşyayı amacı dışında kullanan kimse, bir yıla
 kadar hapis cezası ile cezalandırılır",292,Madde 289, suça ilişkin soruşturma kovuşturma kapsamında elkonulan eşyayı amacı dışında kullanan yıla hapis cezası cezalandırılır
"
 Resmen teslim olunan mala elkonulması ve bozulması
  Madde 290- (1) Hükmen hak sahiplerine teslim edilen taşınmaz mallara tekrar elkoyan kimseye üç aydan bir yıla
 kadar hapis cezası verilir",293,Madde 290, resmen teslim olunan mala elkonulması bozulması madde hükmen hak sahiplerine teslim edilen taşınmaz mallara tekrar elkoyan kimseye aydan yıla hapis cezası verilir
"
 (2) Muhafaza edilmek üzere başkasına resmen teslim olunan rehinli veya hacizli veya herhangi bir nedenle
 elkonulmuş olan taşınır malın bu kişinin elinden rızası dışında alınması halinde hırsızlık, cebren alınması halinde yağma,
 hileyle alınması halinde dolandırıcılık, tahrip edilmesi halinde mala zarar verme suçuna ilişkin hükümler uygulanır",293,Madde 290, muhafaza edilmek resmen teslim olunan rehinli hacizli elkonulmuş taşınır malın kişinin elinden rızası dışında alınması halinde hırsızlık cebren alınması halinde yağma hileyle alınması halinde dolandırıcılık tahrip halinde mala zarar verme suçuna ilişkin hükümler uygulanır
